text,rating,date
"Mau nulis kode verifikasi perbaikan sandi kok papan ketik nggak muncul, gmna mau nulis verifikasi..waktu mepet lagi ni",1,2024-09-19 02:16:25
Lengkap,5,2024-09-19 01:53:01
error melulu abis update...tim IT nya ga kompeten..,1,2024-09-19 01:36:33
"Playanan lebih memudahkan, cepat dan tepat",5,2024-09-19 01:01:07
"Saya tidak bisa login karena lupa password, saat akan mereset password kode OTP yg diberikan tidak bisa diketik di aplikasi",1,2024-09-19 00:25:51
tidak efektif,1,2024-09-19 00:23:39
Sekarang buat pasport sangat ribet harus nunggu antrian kenapa setiap hari hanya 5 org yg bisa buat pasport,1,2024-09-18 22:38:28
Tidak download tapi selalu muncul keterangan tidak dapat upgrade,1,2024-09-18 18:43:19
Sangat baik sekali kami puas dgn aplikasi ini,5,2024-09-18 17:06:52
Lebih cepat dan mudah,5,2024-09-18 17:01:45
Sangat membantu dan meringankan,5,2024-09-18 15:12:28
Lebih ringkas,5,2024-09-18 15:11:34
fungsi kurang baik,1,2024-09-18 14:57:17
"Force close, aplikasi gagal ini",1,2024-09-18 14:38:02
Eror kah aplikasi ini. Diminta masukin kode otp tapi keyboard ga mucul. Minta pass email tapi ga valid² 👎🏼👎🏼,1,2024-09-18 14:35:34
APLIKASI KOK GANGGUAN TERUSSSSSS,1,2024-09-18 14:32:33
"Tidak bisa ganti password, karna ketika memasukan kode otp keyboard tidak muncul. Akun saya tersuspend",3,2024-09-18 14:29:13
"Ini saya lupa kata sandi, dan memilih untuk ganti sandi lalu saya sudah mendapatkan email code tapi saya tidak dapat mengetik code tersebut. Tolong untuk diperbaiki secepatnya ya!",1,2024-09-18 14:17:08
Makin diperbaharui makin ga bisa di buka.,1,2024-09-18 14:00:20
"Taeeeeeeee apk blegug, ga transparan gajelasss",1,2024-09-18 05:45:29
👎,1,2024-09-17 12:48:08
Proses mudah dan sangat membantu..,5,2024-09-17 11:22:31
"Bayangin loh aku download dari bulan Januari 2024 Setiap aku daftar full kuota terus ini udah bulan September tgl 17 masih aja full kuota sampe bulan November dan bulan selanjutnya d tutup nanti pas aq buka lagi eh tau2 penuh lagi, setiap hari aq buka ga pernah itu kosong selalu penuh aneh bgt, orang2 daftar pake apa coba masa Iya penuh terus gilee aja kalee",1,2024-09-17 09:34:27
Aplikasi gk guna,1,2024-09-17 09:14:00
Apk sampaaaahhhhhhhh. Gak jelas. Kimaaaakkkkk,1,2024-09-17 08:47:37
"buruk banget，di aplikasi ada dua pilihan 1 .paspor baru dan 2.paspor pengantian, kasus saya adalah ingin memperpanjang paspor dari paspor biasa saya ingin ganti ke paspor eletronik, setelah sampai ke imigrasi katanya paspor saya tidak bisa di proses karena tidak sesuai dengan yg di pilih di permohonan harusnya memilih paspor pegantian, setau saya kata pengantian itu adalah paspor yg di ganti rusak atau apa, karna pengantian bukan pepanjangan hasilnya adalah saya bayar 2x, katanya tdk bs di ubh",1,2024-09-17 07:51:59
Membantu masyarakat lebih gampang sih ada aplikasi ini ( tapii ada koata nya juga yg bikin risih masyarakat karna penuh dan yg mau bikin paspor GK ke bagian jadwalnya tolong di perbaiki lagi aplikasi nya terimakasih ?,3,2024-09-17 07:34:01
"Salah satu aplikasi terjelek yang pernah saya pakai. Sudah capek2 input data paspor, giliran pilih tanggal kedatangan malah error",1,2024-09-17 01:20:42
Memudahkan pengurusan paspor secara online,5,2024-09-17 00:57:08
Baru mau daftar pas miih tempat lokasi buatnya gabisa2 alias error mapnya ga kebaca,1,2024-09-16 01:35:15
"Ga bagus, error teruus udh tahap terakhir tinggal pilih tanggal malah gabisa",1,2024-09-15 16:14:30
Force close mulu tiap kali mau login,1,2024-09-15 11:59:01
kenapa gada tgl yg bisa di pilih,2,2024-09-14 22:01:44
akun anda tersus......???,1,2024-09-14 08:58:56
Apakah bikin secara online passport grtiis kah,5,2024-09-13 18:18:51
"Ini kerjanya ngapain aja sih, kok bisa bikin aplikasi kaya begini. Ngabisin anggaran negara aja lu! Ga berguna! Aplikasi sampah!",1,2024-09-13 06:50:27
"Mohon di bimbing, kenapa ketika mau daftar/membuat pilihannya cuma paspor biasa gak ada yang elektronik? Mohon penjelasannya",1,2024-09-13 03:31:56
"aplikasi menjijikan kebanyakan calo buat jadwal aja sulit, pemerintah kocak",1,2024-09-13 03:01:10
"Gak guna, error doang. Dana miliyar an cuma buat bikin apk sampah kek gini",1,2024-09-13 02:08:49
Ini kenapa ya pas pemilihan tqnggal kedatangan ga bisa?,3,2024-09-12 11:59:02
Belum pernah mendaftar kok nomornya udah dipake? Lucu,1,2024-09-12 11:22:32
Bagus,5,2024-09-12 08:59:27
"Baru langkah awal kesalahan sistem.. Kesalahan sistem.. Eror., ga guna bgt",1,2024-09-12 08:30:30
Terjadi kesalahan pada sistem. Nanti di update kalo udah bener. Butuh CS emang.,1,2024-09-12 08:28:06
Susah diakses,1,2024-09-12 08:04:40
Tiap mau daftar kesalahan sistem mulu.. Bikin aplikasi hanya untuk d korupsi aja,1,2024-09-12 07:45:40
"sangat buruk aplikasinya , alokasi dana buat maintenance kurang ya ?",1,2024-09-12 07:42:40
Jelek bgt si nih aplikasi eror terus kesalahan sistem terusssssssssss,1,2024-09-12 07:27:41
"Aplikasinya error, Uda coba bbrp kali gagal daftar terus.. selalu ngulang dari awal. Bikin aplikasi bukan untuk permudah, tapi mempersulit.. aplikasi gak berguna",1,2024-09-12 07:10:28
"bikin paspor hp kita dicek sama petugas,chatnya semua dibaca",1,2024-09-12 05:54:39
Kayaknya bagus,5,2024-09-12 05:15:00
"Di perbaiki sistem nya , error terus",2,2024-09-12 03:58:06
Mau tanya buat paspor itu harus ada penjamin dari negara yang ditujukah?,2,2024-09-12 03:02:36
"Penasaran banget siapa yang buat aplikasi nya. Begitu banyak engineer IT seperti org org yang kerja startup. Mereka aja bisa buat aplikasi e-commerce sebesar itu... Masa untuk aplikasi pemerintah aja kualitasnya hanya segini. Apa ""gak ada"" modal untuk bayar ITnya atau gimana mmmmmm",1,2024-09-12 01:56:09
"Ayolah negara tercintaku, jangan mempersulit rakyatmu dengan layanan yang engga maksimal gini",1,2024-09-11 23:52:17
Tolong dong aplikasinya di perhatikan.....masa pilih tanggal gak bisa sudah 3 minggu......gak bisa diklik tanggalnya.....,1,2024-09-11 23:07:41
Aplikasi dalam perbaikan? Sampai kapan?,3,2024-09-11 13:28:19
Nyari paspor online yg di website diarahkan ke aplikasi playstore tapi nyatanya aplikasi sdg dalam maintenance terus. Sampe lebih dr sehari.,1,2024-09-11 12:57:27
"kalo mantenence sebaiknya di lakukan jam 1 malam sanpai subuh, jangan pas waktu jam kerja",4,2024-09-11 12:04:38
Butuh cepat. Malah eror maintance trus.. parah,1,2024-09-11 10:24:24
maintenance terus sampe kiamat gausah bagus lagi,1,2024-09-11 10:21:06
Bagus,5,2024-09-11 10:01:25
belum muncul billing pembayaran udah kadaluarsa kocak kocak....... aneeehh beneerrr ya bejirrrrrrrrrrr!,1,2024-09-11 09:56:45
"Baru juga selesai daftar permohonan, malah suruh nunggu kode biling udah nunggu beberapa menit eh.. status kadaluarsa gmna ini aplikasi? Mohon untuk d tingkatkan",1,2024-09-11 08:18:48
Lol gak bisa dipakek apk nya,1,2024-09-11 07:36:42
Ini semua Imigrasi kuota sudah penuh atau ada kesalahan aplikasi?,2,2024-09-11 05:15:56
Gatau mau bilang apa ke aplikasi ini :(,1,2024-09-11 04:39:05
"Stuck error di verifikasi gmail, skrg dianggap terdaftar padahal ketika dilogin gak valid",1,2024-09-11 01:59:22
Aplikasi LOL GABISA DI PAKE !,1,2024-09-11 01:33:44
Tidak bisa pilih tanggal kedatangan,1,2024-09-11 01:12:42
"Lelet, lambat, loading mulu, kadang bisa masuk kadang gk.... kebanyakan eror",1,2024-09-11 00:37:45
"Memang layak diberikan bintang⭐ 1 katanya verifikasi melalui email tapi tidak ada email masuk sama sekali, gimana mau verifikasi??",1,2024-09-10 18:17:27
mau login aja susah bener. tolong diperbaiki dong,1,2024-09-10 15:16:09
susah masuk eror trus masukn otp ajh eror,1,2024-09-10 15:02:30
"ka ga bisa di pencet kalender kedatangannya ke kantor imigrasi terdekat, udah nunggu dari agustus sampai september ga bisa juga. maintace maintace sama aja, ga ada bedanya sebelum maintace. setelah saya cek hari ini lagi ga bisa juga, tapi anehnya tanggal kedatangan di kalendernya udah full aja bulan september. kecewa ?, ya sangat kecewa saya dengan aplikasi ini yang tujuannya mempermudah malah mempersulit.",1,2024-09-10 14:27:08
Gak bisa pilih tanggal lol dri kmrn sistemnya GK bisa d buka hari ini bisa tp GK bisa milih tgl pdhl tersedia harinya masih kosong,1,2024-09-10 13:27:07
"Buat aplikasi mahal mahal pakai anggaran negara, tapi hasilnya ga berguna, boro - boro memudahkan memusingkan iya. Verifikasi OTP berkali kali notif nya ga valid terus.",1,2024-09-10 13:01:15
Tolong segera diperbaiki. Aplikasi penuh masalah. Orang butuh pasport segera!,1,2024-09-10 12:21:56
"Aplikasi yang bagus, cuman error terus.... Gak jelas kali aplikasi ini!",1,2024-09-10 12:20:32
"Apk pemerintahan kok kayak gini, eror terus",1,2024-09-10 11:46:23
"Kenapa tidak bisa dari semalam , maintenance mulu",1,2024-09-10 07:07:53
Maintenance terus,2,2024-09-10 06:51:16
Aplikasi susah di buka apalagi di gunakan selalu muncul maintenance 🤔🤔🤔😴😴😴😡😡😡😡😡😡😡😡😡😡😡😡😡😡,1,2024-09-10 06:04:17
Anggaran applikasinya berapa ya??? 🫣 Maintenance kok berhari hari😵‍💫,1,2024-09-10 06:03:35
Aplikasi kntllllll baru aja download malah maintanceeeeeee,1,2024-09-10 05:50:31
Kenapa apk nya selalu meantance apa gak ada CS nya untuk memperbaiki ini guna di buat apk untuk apa kalau apk nya udah gak bisa di pakek dari kemarin tolong di perbaiki saya sudah bolak balik daftar tapi meantance mulu untuk yang bekerja tolong di perhatikan apk nya jangan cuman mau makan uang dari percepat paspor aja,1,2024-09-10 05:04:51
Aplikasi bapuk,1,2024-09-10 04:20:13
"Nyuruh masyarakat daftar online, klo gak online gak di terima, tp aplikasi nya yg rusak lah yg gak bs d akses lah capek x",1,2024-09-10 03:33:36
"Sumpah ini aplikasi yahh agak"". Kalo gak siap nerapin sistem wajib buat urus paspor online, yah offline aja. Kalo ginikan buang waktu yg ingin mengurus paspor. Saya sudah melakukan pembayaran, dan data permohonan sdh berwarna hijau. Namun saat keluar aplikasi hanya sedetik. Tiba"" aplikasinya maintenance.... Mana belum sempat unduh surat pengantar untuk ke kantor imigrasi lagi. Yg ada malahan hasil Sreenshoot, permohonannya. Itupun ga keambil scan barkot nya. Udah seharian maintenance mulu...",1,2024-09-10 03:31:50
Oke jangan kelamaan loading,5,2024-09-10 03:10:16
"Untuk Pengurusan Biasa yg biayanya ringan, kuota nya penuh. Tapi untuk pengurusan dgn mode percepatan dgn biayanya besar bisa aja, ga penuh. Kenapa ga di tutup aja pengurusan yang biasa, biar ga PHP masyarakat. Di buat ada mode pengurusan biasa tapi dibuat penuh terus, ujung2nya disuruh pengurusan percepatan dengan biaya 3x lebih besar dari pengurusan biasa.",1,2024-09-10 02:58:04
Aplikasi apaan ini dr kmrn maintanance sekalian aja hapus,1,2024-09-10 02:08:26
Aplikasi ga bisa dibuka,1,2024-09-10 02:06:35
Gak bisa diakses sudah beberapa hari maintenance terus.,1,2024-09-10 01:46:48
Koplokkk,1,2024-09-10 01:23:12
"Mending pake web dri pd aplikasi gini, nyusahin. Sering maintenance yg merepotkan",1,2024-09-10 01:16:01
"Mau datamg lamgsung ga bisa, harus pakai m.paspor, aplikasi maintenance. Bikin KTP LUAR negeri aja repotnya luar biasa.",1,2024-09-10 01:14:40
Kebanyakkan maintenance tapi ga bener bener tolong dong saya mau cetak permohonananya buka dulu,1,2024-09-10 00:52:19
Maintenance???? Sdh 2 hr...,1,2024-09-10 00:37:49
"Baru dibuka aplikasi nya sedang maintenance terus,mau daftar pun ngga bisa ,tolong dong min di perbaiki cepat 🙏",5,2024-09-10 00:21:37
aplikasi kok mantance terus,1,2024-09-09 23:53:49
"Knapa masih blm slesai perbaikan ni aplikasi,udh dua hari blm bisa di akses,mau daftar buat paspor dmna lagi udah mepet mau brangkat umroh.",2,2024-09-09 23:37:19
"Mau daftar kemaren, aplikasi tak bisa d buka sampai sekarang, klu mmng kira"" blm siap untuk online gak ush deh",1,2024-09-09 23:20:35
Apa guna aplikasi kalau masih yg dipake sistim calo. Aplikasi tidak bisa dipakai. Percuma buang anggaran negara saja.,1,2024-09-09 23:08:57
"Aplikasi dongo malah ga bisa login, ngabisin anggaran aja",1,2024-09-09 22:10:59
Kok maintenance terus aplikasinyaa,2,2024-09-09 21:47:59
"Aplikasi macam apa ini?maintenance bisa 42jam daftar diakhir selalu gagal,payah,pemerintah uangnya gede buat apa???",1,2024-09-09 16:50:04
"Maintenance disaat besok pemotretan, kacau, aplikasi dikelola pemerintah dana bercucuran tapi tidak sesuai",1,2024-09-09 16:31:55
Tolong aplikasinya di perbaiki dari pagi sampe malem eror terus klo belum siap dengan sistem nya jangan di bikin ribet harus segala pake aplikasi,1,2024-09-09 13:52:12
"Maintenance , Terus .. Emang Harus bikinnya lewat Calo keknya",1,2024-09-09 13:12:38
Maintenance sampai sekarang,1,2024-09-09 13:06:16
Maintance gk siap siap,1,2024-09-09 12:25:11
Baru tahap bikin akun aja udah kendala maintenance. Kacau parah ini aplikasi,1,2024-09-09 11:24:00
maintenancenya lama banget,1,2024-09-09 09:20:24
Tidak bisa di buka,1,2024-09-09 08:58:26
Cant access,1,2024-09-09 08:03:27
Mau daftar sllu dalam perbaikan Gimana solusinya,1,2024-09-09 07:50:22
Buruk banget..app udah lama tp masih kaya gini. Ga ad perbaruan ap.susah mw log. Maintenance2,1,2024-09-09 07:23:16
"aplikasi Gak gunaaaaaaaa capek2 download GK bisa daftar asik sedang dalam maintenance aja trus,kek mana mau daftar klo kek gtu,udh skrng mo urus paspor gabisa lngsung DTG harus melalui apk tapi apk nya GK guna",1,2024-09-09 07:21:23
Tidak bisa masuk 🥲,1,2024-09-09 07:08:06
Maintenance nya lama sekali???? Kenapa harus seperti itu?,3,2024-09-09 06:55:36
"Udah seminggu ga bisa pakai ni aplikasi, tolong segera di perbaiki",3,2024-09-09 05:38:23
"Maintenance terlalu lama, saya test dari hari jumat sampai senin masih belum selesai, sedangkan saya sudah urgent harus perpanjang passport.",1,2024-09-09 04:40:30
"Selalu tidak bisa digunakan, masak aplikasi pemerintah maintenance terus 😅",1,2024-09-09 04:38:36
"Apk yang luar biasa,, tolong di pertahankan jangan di tingkatan,, karena sudah baik tidak bisa di pakai dan ribet lagi.",1,2024-09-09 03:52:38
Aplikasi sampah,1,2024-09-09 03:24:27
"Tolong dong apk nya d perbaiki lagi saya dari bulan kemaren mau bikin paspor gak bisa trus gara² apk nya eror trus,,nyoba langsung ke tempat imigrasi tetep harus lewat apk dulu dan ternyata tetep eror d hp satpam juga gak bisa,,kalo kaya gini nyusahin masyarakat yg gak punyak hp makin sulit 😪😪",2,2024-09-09 02:55:31
Aplikasi maintenance,1,2024-09-09 02:30:55
"Setiap masuk keteranga nsalah password padahal password udh bener, konfirmasi kode otp salah terus padahal otp copas dari email",1,2024-09-09 02:14:17
"error terus, langsung ke petugas pelayanan di kantor imigrasi mereka juga gak ada yang paham",2,2024-09-09 02:06:27
Gak bisa dibuka apknya,1,2024-09-09 01:55:13
"Aplikasi ga jelas, email-sandi error, jelas2 OTP yang error, udah dimasukan sesuai nomor OTP, tertolak terus",1,2024-09-09 01:47:27
"Baru tahap bikin akun, tinggal masukkan OTP. Tapi pas masukkan OTP malah ga valid, 2x minta OTP tapi tetap ga valid juga. Padahal nomor sudah sesuai. Mohon untuk diperbaiki lagi",1,2024-09-09 01:23:15
"Tolong dong setiap login ulang Tidak bisa sama sekali, engga jelas, tolong perbaiki lagi",1,2024-09-09 01:09:58
aplikasi apa ini. mau login kok force close. bukan mempermudah malah mempersulit,1,2024-09-09 00:51:36
Knpa error terus,1,2024-09-09 00:50:13
"Daftar akun tidak bisa, sering error",1,2024-09-09 00:05:06
Baru registrasi awal udah error. Isi OTP email gak bisa. Udh pake 2 email ttp sama aja. Gak bsa terpakai ini apps,1,2024-09-08 23:44:04
Siip..,5,2024-09-08 16:26:06
"Baru mau daftar akun baru aja udah eror, mau klik nomer OTP aja eror alhasil hapus app nya",1,2024-09-08 14:42:41
Pake quota segala...,1,2024-09-08 05:38:06
Bnyak bug,1,2024-09-08 05:16:05
Erorr.. Apaan ini apps pemerintahan kok begini,1,2024-09-07 06:53:09
Ribet plis perbaikin bikin emosi,1,2024-09-07 05:14:58
Apaan semua usah bener pas upload KTP eh status data tidak terverifikasi,1,2024-09-07 04:36:45
"Data sudah cocok di KTP, malah gagal di verifikasi.",1,2024-09-07 04:20:27
Beberapa saat setelah Input nomer data HP banyak masuk inviting ke grup spam WA,1,2024-09-07 04:18:34
Aplikasi gak guna.. mohon perbaiki Woro woro digitalisasi doang tapi faktanya Zonk. Tolong serius lah dalam pelayanan. Kami rakyat indonesia juga berhak mendapat pelayanan yang layak. Jangan uang kami saja yang kalian makan. Kerja yang pada bener kampretttt...,1,2024-09-07 03:33:44
"Aplikasi sampah cuma buang2 anggaran aja!!! Baru mau ngisi identitas, selalu validasi datanya dibilang gagal padahal udah dicek sampai beberapa kali,tetep gagal validasi datanya.",1,2024-09-07 02:46:51
jadi mau sampe kapan ini aplikasinya bgtu terus...udh dpt keluhan banyak begitu ttp aja tidak ada perubahan,1,2024-09-07 01:57:42
"daftar lewat Aplikasi gagal trus,,,apa sengaja biar lewat calo",1,2024-09-06 22:31:27
"Memperumit proses bikin paspor, katanyaa percepatan cepat udah mahal ternyata lama juga. Sistem akal akalan nggak mutu.",1,2024-09-06 07:23:24
Laknat lah kalian,1,2024-09-06 05:03:01
KTP ibu saya sy daftarkan puluhan kali ga bisa bisa .... verivikasi Gagal. Identitas tidak valid terus. Stuck di tahap 2. Matane jaann jan... Aplikasi apa ini.... Ga fungsi sama sekali. Ga ada help support.. payah... Kemana harus menghubungi ?,1,2024-09-06 01:53:21
Aplikasi saat login dan setelah langkah ke 2 verifikasi puzzle langsung force close.,1,2024-09-05 12:56:54
Jelek,1,2024-09-05 10:11:38
Mantap,5,2024-09-05 10:09:49
Susah login,1,2024-09-05 08:53:08
Jelek skli amplikasi nya sy sudah punya paspor ingin daftar lagi tpi pengaturan di dlm kurang jelas dan kurang lengkap tolong di tingkatkan krn sy ingin daftar masuk tpi selalu di tolak,1,2024-09-05 01:49:58
"Aplikasi sangat membantu, tidak perlu harus isi formulir di kertas, tinggal upload2, bayar, datang foto, beres 👍",5,2024-09-05 00:57:55
Error terus,1,2024-09-04 23:22:41
"Ini sudah 2024 dan digital, saya lihat untuk agen Australia/Amerika masih belum ada, apakah indo tidak mau bekerja sama dengan luar negeri, tolong diperbanyak relasinya",1,2024-09-04 20:20:07
"INILAH SALAH SATU CONTOH KEBOBROKAN DI KONOHA, SEHARUSNYA aplikasi online yang mempermudah, tapi MALAH mempersulit, COCOK NYA NAMANYA BUKAN M-paspor tapi M-KONT*L, Kebiasaan APARATUR SIPIL NEGARA KONOHA YANG TELAH TERBIASA DAN MENJADI BUDAYA UNTUK MENERIMA SUAP.",1,2024-09-04 06:17:51
Aplikasi yg gak jelas..mempersulit..begitu bnyk yg coment buruk....tp pun gak diperbaiki..urus beginian az pun gak kelar2..apa lagi yg lain..,1,2024-09-04 00:03:46
MAINTENANCE MULU TOLOL,1,2024-09-03 16:05:55
Aplikasi kurang membantu,1,2024-09-03 14:16:50
Ada apa dgn aplikasi ini. Kok eror terusss,1,2024-09-03 14:10:53
Aplikasinya Gabisa digunakan,1,2024-09-03 14:03:26
benar-benar bego ini aplikasi....tidak bisa digunakan,1,2024-09-03 13:07:47
"Aplikasi sampah, anggaran gede tapi aplikasinya jelek bgt.Banyak korup ya pemerintah?😂",1,2024-09-03 12:41:13
aplikasinya maintenance mulu trs lag mulu susah bgt pdhl sinyal aman,1,2024-09-03 11:55:02
"Sangat membantu: input di aplikasi, datang ke kantor imigrasi dan sat set langsung jadi passportnya dalam 3 hari kerja. Sebuah kemajuan dalam pelayanan imigrasi. Thanks",5,2024-09-03 11:48:21
"Pendaftaran suruh lewat online tapi aplikasi error maintenance, permudahlah jangan mempersulit (demikian petuah agama)",1,2024-09-03 11:23:26
saya ngisi eror ajah aplikasi nyah engga bisa di akses,1,2024-09-03 11:00:16
Maintenance terooooossssssss,1,2024-09-03 09:18:45
"3 Sept 2024 Aplikasi Maintenance terus, tidak bisa di akses🙏🏻",2,2024-09-03 08:41:05
Bagusss,5,2024-09-03 08:28:11
Bener2 buruk tidak bisa di pakai aplikaainya,1,2024-09-03 07:06:15
"Sama seperti yang lain, verifikasi langkah 2 gagal terus",1,2024-09-03 05:56:39
Bagus,5,2024-09-03 05:34:30
Force Close mulu apk apaan lah ini.. Fix bug malah makin ngebug buat telat mau ngambil kuota aja..,1,2024-09-03 05:13:41
Keren,1,2024-09-03 04:12:28
Baru pake ini aplikasi bner2 bikin susah.. pengajuan passport baru dikarenakan passport lama hilang dan tidak tau datanya tp malah d tolak dan uang hangus begitu saja.. tolong yah pemerintah d soroti ini uangnya kmn..?? Sma tolong edukasinya tata cara yg benar dan jangan sampai merugikan rakyat.. klo gini caranya mending balik lg ke manual duit.g akan hangus gtu aja,1,2024-09-03 02:24:18
Gimana mau bikin kalo semua bulan kuota penuh semua hadeehhh,1,2024-09-02 22:21:40
Nggak bisa di pake.. masak pulih tanggal nggak ada yg bisa di klik..,1,2024-09-02 18:33:35
"Sangat membantu sekali, jadinya gak perlu rebutan nomer antrian",5,2024-09-02 15:12:44
"MALAH DIPERSULIT, JADWAL BANYAK YANG TIDAK TERSEDIA",1,2024-09-02 14:44:03
Aplikasi g guna,1,2024-09-02 10:06:14
"app kagak jelas, selalu full tiap awal bulan cek udh full semua apaan",1,2024-09-02 06:11:52
"Aplikasi cacat, banyak bug dan eror.",1,2024-09-02 03:51:06
Kuota Pengajuan Pasport via aplikasi selalu penuh. Pengajuan manual malah bisa.,1,2024-09-01 15:28:07
"Plis lah, udah isi data, tanggal tersedia, tp ga bisa dipencet, perbaiki dongg😭",1,2024-09-01 03:12:00
Baru masuk ke langkah ke dua sudah eror perbaiki dong sistemnya,1,2024-08-31 11:22:26
Kenapa ya tiap daftar buat paspor tulisannya muncul captcha failed,5,2024-08-31 06:48:33
"Baru foto paspor 2 hari kemaren tapi datanya tidak ada di ""riwayat"" padahal mau print bukti pendaftaran yg disitu buat ambil paspor nanti, pdhl riwayat pembuatan paspor 2 tahun yg lalu masih ada tapi yg baru 2 hari udah hilang, aplikasinya aneh",1,2024-08-31 04:54:32
Tidak bisa masuk labgkah security check,1,2024-08-30 23:46:05
"APLIKASI TIDAK SIAP YA JANGAN DIPAKAI, SEKOLAH TINGGI2 EH PAS KERJA KOK LAWAK SEKALI,",1,2024-08-30 16:29:20
"Alhamdulillah bikin paspor ga pake susah, mudah dan murah",5,2024-08-30 12:01:59
Aplikasi cacad untuk dapatkan tanggal kosong harus isi isi formulir Harusnya sediakan tanggal baru ke formulir biar ga ribet,1,2024-08-30 11:36:14
bnykan bug hadeh,1,2024-08-30 11:05:24
"Mau mempermudah dengan adanya digitalisasi tapi aplikasi mpaspornya sendiri tidak siap..tidak bisa pilih jadwal padahal masih ada kuota,bikin ulasan sperti ini jg saya yakin tidak dipertimbangkan org imigrasi,LOL",1,2024-08-30 04:27:49
Good,5,2024-08-30 04:23:31
Kalau bisa dikasih minus lebih cocok 👎🏻,1,2024-08-30 00:19:12
"Kenapa harus melakukan pem ayaran terlebih dahulu. Padahal salah klik uang yg kami bayarkan tidak dapat di kembalikan, dan tidak ada solusi harus hlang dr awal dan melakukan pembayaran lagi. Kalo memang merasa gak jago teknologi memding bayar calo, dan ternyata masih banyak di kantor imigrasi calo Paspor. Saya salah klik, dan berakibat tdk d lololskan perpanjangan Paspor dan uang saya tidak bisa d kembalikan, ini sebuah pembodohan rakyat. MALU sebagai WNI dengan IMIGRASI INDONESIA KACAU",1,2024-08-29 11:23:12
Aplikasi sangat buruk! Gak bisa di gunakan kasi bintang satu aa,1,2024-08-29 05:15:42
Apk...kluar sendiri gak bisa lg in....🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️,1,2024-08-29 02:48:29
"Saya sudah mencoba beberapa kali untuk mengecek identitas saya. Namun saat ingin dilanjutkan ternyata valid. Saya jadi bingung bagaimana mau daftar paspor melalui online ini. Nama betul, NIK betul, tgl lahir sudah betul, sampai jenis kelamin saja betul sudah saya cek. Tolong pak bagaimana ini",1,2024-08-28 23:55:49
Gak berguna. Gak bisa milih tanggal karena tulisannya penuh & kosong semua wkwkwk Lucu suruh online tp blm siap.,1,2024-08-28 20:23:22
"Alhamdulillah jadi lebih mudah, semoga ssmakin baik aplikasi² pemerintah",5,2024-08-28 14:10:55
"Ga bisa pilih tanggal kedatangan penuh semua sampai 2bulan ke depan dan di klik bulan 3 ke depan pun juga ga bisa. Terlalu mempersulit, apabila sudah datang lebih baik di layanin secara manual kenapa di lempar ke online.",1,2024-08-28 13:06:53
"Di pemilihan tanggal Ga bisa di pencet,ng bug",1,2024-08-28 13:02:36
"Aplikasinya bagus, sayangnya banknya ga update. Masih ada bank bni/mandiri syariah padahal udah tahun kapan merger ke bsi.",3,2024-08-28 12:56:33
"Susah dapat kuota telat 5 menit aja uda ga ada lagi kuota. Kalo kayak gini cemana la mau urus paspor langsung ke kantor imigrasi tidak bisa, jadi yang dipermudah dimana❓",1,2024-08-28 07:58:30
"Parah banget,udah 2 hari dibuka ga mau.",1,2024-08-28 01:27:13
Kita dipaksa membuat paspor elektronik yang mana harganya lebih mahal dibandingkan paspor biasa dengan cara no antrian yg tidak tersedia jika ingin mengurus paspor biasa padahal syarat yg dibawa sama saja antara paspor biasa dan elektronik,1,2024-08-28 01:09:32
"Aplikasi Pemerintah seharusnya lebih membantu, bukanya mempersulit Rakyat-nya sendiri, masa Kuota selalu PENUH terus berhari-hari, Kerjanya apa itu Pegawai Pemerintahnya, Kerja-nya apakah begitu santai-nya atau harus lewat orang dalam-kah, atau sekedar Formalitas saja Aplikasi ini, kalau begini terus yang ada Indonesia yang bisa Rusak, masa kalah sama Aplikasi Swasta punya ini...!!",1,2024-08-27 12:17:01
"Alhamdulillah,urus perpanjangan paspor gampang lewat m paspor.",5,2024-08-27 11:35:01
HADEEEEE RIBET BANGET.. MAU MASUK APLIKASI SAJA SUSAHNYA KEBANGETAN.. KENAPA SI HARUS DI BIKIN SUSAH... OOOO PANTESAN SEMUA COMENT TIDAK ADA YG BAGUS. BEARTI APLIKASINYA YG JELEKKK..,1,2024-08-27 09:32:36
"Mau daftarnya aja ribet, udah lebih 5 hari masih belum dapat tgl yg kosong, kuota selalu penuh 🫣🫣",1,2024-08-27 08:32:24
Buat apa di adain aplikasi ke gini kalo pas mau bikin kuota antrean penuh terus pas bagean bikin nya sama sponsor/agenc travel/calo orang dalam gak penuh,1,2024-08-26 08:25:21
Sayangnya untuk Mas'ud jadwal agak lama mengantri,3,2024-08-26 06:43:26
Tidak bisa memilih tanggal,1,2024-08-26 06:15:25
"gak jelas, history permohonan passpor gak muncul, trus passpor blm diambil bukti kita sudah bayar juga gak ada..menyusahkan",1,2024-08-26 04:58:12
"Daftarnya lumayan mudah,cuma tgl untuk panggilan nya kenapa penuh semua tiap hari ya,sudah hampir satu bulan nggk ada yg kosong sudah terisi semua.",5,2024-08-26 02:30:04
good,5,2024-08-24 20:49:09
"Aplikasi sering error, keluar sendiri Kalo belum mampu pake aplikasi jangan maksakan",1,2024-08-24 10:44:05
Aplikasi nya membatu hanya saja lama proses pembuatan akun,3,2024-08-24 07:32:21
